cancel vt.取消
vulgar adj．无教养的，下流的
tarpaulin n．防水布，油布
design n.&vt.n.设计，策划图案，图样，样式
pragmatism n．实用主义
victim n.受害者，牺牲品
redeem v．赎罪，实践（诺言）
skull n．头盖骨，脑壳
department n.部门；（机关的）司，处；（大学的）系
stricture n．谴责，严厉，束缚
pastor n．牧师，牧人
allude v．间接提到，暗指
chagrin n．v．失望，懊恼
chief a.主要,首要的n.领导，头
aircraft n.飞机(单复数同)
accord v．同意，给予
inanition n．（因无食物和水而）身体虚弱，死气沉沉
Antarctic a.南极的
disintegrate v．分裂成小片，瓦解
despite prep.不管，不顾
euphemism n.婉言，委婉的说法
merchandise n．商品，货品
groan vi.哼，呻吟n.呻吟
obey v.服从，顺从，听从
renunciation n．放弃，抛弃
plunder v．抢劫,掠夺
viands n．食品，食物
policeman (复-men)n.警察,巡警policewoman(-women)n.女警察
saccharin n．糖精
satiety n．饱足，满足
apparatus n.器械，仪器；器官
painkiller n．止痛药
pelt n．毛皮．v．投掷，（雨）猛降
fracture n．骨折，折断，裂口
liberty n.自由
snug adj．温暖的，舒适的
pelf n．财富，钱
meeting n.会,集会,会见,汇合点
snub v．冷落，不理睬
sapphire n．青玉，蓝宝石，adj．天蓝色的．
anthropology n．人类学
began v.开始,着手
absorption n.吸收；专注
schoolmate n.同校同学
repentance n．悔恨
bamboo n.竹
shrewd adj．判断敏捷的，精明的
coruscate v．闪亮，闪光
offend vt.冒犯vi.犯过错
seasoning n．调味品、佐料
anomaly n．异常、反常
hulking adj．笨重的
neatly adv.整洁地
epistle n．(长而重要的)书信
scrutiny n.周密的调查；仔细看；监视；选票复查
arson n．纵火、放火
limousine n．轿车，小客车
excuse n.借口.辩解vt.原谅.宽恕
positiveness n．肯定,信心
prudery n．过分守礼,假正经
enlist v.(使)入伍从军,征募
retention n．保留，保持
gradient n.斜坡a.倾斜的
theft n.盗窃案
declaration n.宣布，宣言；申诉
clientele n.(医生、律师的)顾客，(商店的)常客
prosperous adj．繁荣富强的
friendship n.友谊，友情
cygnet n．小天鹅
embryo n．胚胎
canopy n．蚊帐，华盖。
Englishman n.(pl.Engilshmen)英国（男）人
neutron n.中子
continue vi.继续
vacate v．空出
inherent adj．固有的，与生俱来的
given name.＝firstname名字
pronounced adj．明显的，(观点等)强硬的
meteoric adj．流星的，昙花一现的
retentive adj．有
guilty a.有罪,犯法的,做错事的
proximity n接近,附近
statutory adj．法定的，受法令所约束的
congeal v．凝结，凝固
shine/shone v.照亮；发亮
derogatory adj．不敬的，诽谤的
capsule n.（药）胶囊
quibble n．遁词，吹毛求疵的反对意见
babble v.说蠢话,牙牙学语
hooked adj．钩形的，着迷的
trespass n．v．侵犯，闯入私人领地
agriculture n.农业，农学
rustic adj．乡村的，乡土气的
hibiscus n．芙蓉，木槿
prudent a.谨慎的；精明的
autocrat n.独裁者
secrete v．分泌，藏匿
enclose vt.围住，圈起；附上
slither v．（蛇）滑动，扭动前进
rotation n.旋转，转动；循环
dashing adj．有活力的，有朝气的
volatile adj．反复无常的，挥发性的
premiere n．首次公演
generic adj．种类的、类属的
marital adj．婚姻的
dalliance n．戏弄，玩弄
heinous adj．可憎的，十恶不赦的
seclude v．和别人隔离
typical a.典型的，有代表性的，特有的
embargo n.禁运令，封港令
addled adj．头脑混乱的
wither v．枯萎，凋零
tray n.(浅)盘，托盘，碟
nocturnal adj．夜晚的，夜间发生的
corrosion n.腐蚀，侵蚀；锈
throw(threw,thrown) v.投,掷,扔
program n.节目单；大纲；程序
infant n.婴儿a.婴儿的
seafaring adj．航海的，跟航海有关的
salacity n．好色，淫荡
trap n.陷阱vt.使陷入困境
glutton n．贪吃者
tram n.有轨电车
struggle vi.斗争
hypotenuse n．（直角三角形的）斜边
resultant a.作为结果而发生的
pest n.害虫
incurable adj．无可救药的
infamy n．恶名昭彰
ambulance n.救护车
extraction n.抽出；提取法；摘要
regenerate adj．改过自新的，新生的
sapless adj．没有无气的
stanza n．（诗）节，段
unfounded adj．无事实根据的
conduceto v．引起，有助于
valuable a.值钱的，贵重的
pirate n．海盗，剽窃者v．盗印,掠夺
artist n.艺术家
exorcize v.驱魔,去除(坏念头等)
formulate v．公式化，系统表达
hoax n．v．骗局，欺骗
perigee n．近地点
elite n.精华，中坚
ivory n.象牙；牙质；乳白色
growl v．（动物）咆哮，吼叫
theme n.主题
anomalous adj．反常的，不规则的
cavil v．挑毛病，吹毛求疵
henceforth ad.今后，从今以后
barrel n.桶；圆筒；枪管
fiasco n．大失败，惨败
desire vt.&n.要求；期望
waspish adj．易怒的，尖刻的
unfortunately ad.不幸地
disgrace n.失宠，耻辱，丢脸
rookie n．新兵，新球员
barren adj.不孕的,贫瘠的
grove n．小树林，树丛
permanent a.永久的，永恒的
grandiose adj．浮夸的，夸大的
receptacle n．容器
summarize vt.概括，概述，总结
choice n.选择；抉择
facility n.设备；容易；便利
incidence n.发生，影响；入射
civilization n.文明
visage n．脸，面貌
cucumber n.黄瓜
replace vt.取代
appointment n.约会
stomach n.胃，胃部
emulate v．努力赶上或超越
irascible adj．易发怒的．
trek n．v．长途跋涉
piscatorial adj．捕鱼的,渔民的
worldwide a.遍及全球的，世界范围的
feasible adj．可行的，可能的
unassuming adj．不摆架子的，不造作的
prescribe vt.命令；处(方)
group n.组，群
chiromancy n．手相术
gross adj．总的，粗野的n．整个，全部
it's .＝itis
porch n.门廊，入口处
dampen v．（使）潮湿，使沮丧，泼凉水
tree n.树
bereave v．丧亲，夺去
hortative adj．激励的
eclipse n．（日，月）蚀，名声缺落，失势
soak v．浸泡，渗透
exorcism n.驱鬼,伏魔
soar vi.(指鸟等)高飞，翱翔；飞涨；高耸
sustain v．承受（困难），支撑（重量）
soap n.肥皂
classify v.分类，归类
their pron.他(她,它)们的
general a.大体，笼统的，总的
uphold v．维护，支持
process n./v.过程,加工,处理
philosopher n.哲学家
viscous adj．粘的
obtrusive adj．突出的，炫耀的
teapot n.茶壶
centripetal adj．向心的
landslide n．山崩，压倒性胜利
soda n.碳酸钠，纯碱；汽水
disinclined adj．不愿的
sock n.短袜
extrovert n．性格外向者
glad a.高兴的；乐意的
hurry vi.赶快；急忙
sometime adv.(未来的)某时
miniskirt n.超短裙
schoolbag n.书包
hangover n．宿醉，残存物
tramp v．重步走，长途跋涉
traitor n．卖国贼，叛徒
trip n.旅行，旅程
trim v．修剪，adj．井井有条的
fiat n．命令，决断
jump n.跳跃；跳变v.跳跃；惊起；猛扑
soft a.软的；柔和的
sofa n.（长）沙发
iris n．虹膜，彩虹
amble n．v．漫步，缓行
july n.七月
alchemy n．炼金术
venture n.&vi.冒险vt.敢于
population n.人口，人数
discern v．（费劲）识别，看出
propensity n．嗜好,习性
enthusiasm n.热情，热心，热忱
flexible a.灵活的，可变动的
intoxicate v．使醉，陶醉
i.e. (=thatis)那就是，即
amenable adj．愿服从的，通情达理的
Buddhist n.佛教徒
soil n.土壤，土地
honourable a.诚实的；光荣的
reprehend v．谴责，责难
alabaster adj．雪白的
capability n.能力，才能；性能
Buddhism n.佛教
disparity n．不同，差异
spark n．火花，火星
integral a.组成的；整的
radiator n.暖气片，散热器
farming n.农业；务农
hearing n.听力
wedding n.婚礼,结婚
feigned adj．假装的，不真诚的
spare a.空闲,多余的，剩余的
replicate v．重复，复制
Indicate v.表明，象征，暗示
equable adj．稳定的,不变的，(脾气)温和的
desultory adj．不连贯的，散漫的
parsimonious adj．太节省的，小气的
emotional a.感情的，情绪的
parvenu n．暴发户，新贵
transition n．过渡时期，转变
atonement n.赎罪,弥补
astigmatism n．散光
glee n．欢喜，高兴
spasm n．痉挛，抽筋
junk n.（口语）废品，破烂货
imbecility n．低能，愚蠢
belabour v．（过份冗长地）做或说，痛打
ineffable adj．妙不可言的，说不出的
analytic a.(analytical)分析的；分解的
represent vt.代表
compete vi.比赛，竞赛
accountant n.会计，会计师
apathetic adj．冷漠的，无动于衷的
inclined adj倾向于，赞成的
glib adj．流利圆滑的，善辩的
hold (held,held)vt.拿；抱；握住；举行；进行
trail n.痕迹；小径vt.跟踪
correctly ad.正确地，恰当地
Rome n.罗马（意大利首都）
rubber n.橡胶；合成橡胶
underwear n.内衣
trait n.特征,特点,特性
impregnable adj．攻不破的，征服不了的
train n.火车v.培训,训练
rapidity n.快，迅速；陡，险峻
creep vi.爬行；缓慢地行进
deciduous adj．脱落的，落叶的
scholar n.学者
immediate a.立即的，马上
consanguinity n．血亲，同家
beneficial a.有利的，有帮助的，有用的
seamy adj．黑暗的、恶劣的
relatively ad.相对地，比较地
subpoena n．（法律）传票，v．传讯
some a.一些，若干；有些；某一pron.若干，一些
hinge n．铰链，关键
subtlety n．狡猾，微妙（的感情）
landlord n.地主；房东，店主
session n.一场,一节,一段时间
tactile adj．有触觉的
additional a.附加的，追加的
hone n．细磨刀石，v．磨刀
primarily ad.首先；主要地
accretion n．自然的增加，增加物
insouciance n．漠不关心
extrinsic adj．外在的,外部的
trot vi.&n.(马)小跑，慢跑
loaked .lock的过去分词形式
amalgam n．混合物
just ad.刚才；恰好；不过；仅a.公正的
owner n.物主，所有人
sole n.脚底，鞋底，袜底
atonal adj.(音乐)无调的
midnight n.午夜
yummy a.很好吃的
jury n.陪审团；评奖团
holy a.神圣的
gesticulate v．做手势表达
screwdriver n．螺丝起子
spank v．打，拍打（在屁股上）
monitor n.（班级内的）班长；纠察生；监视器
solo adj．单独的，n．独唱
home n.家ad.到家；回家
hole n.洞，坑
congest v．充血，使拥挤
postage n.邮费
material n.材料，原料
cavern n．大洞穴
iron n.铁，熨斗vt.熨烫
bovine adj．（似）牛的，迟钝的
sensuality n．淫荡、好色
explain vt.解释，说明
staple n．钉书钉
curdle v．使凝结，变稠
royalty n．皇室，版税（付给著作人的钱）
hope n.&v.希望
soon ad.不久,很快,一会儿
sinew n．腱，力量，精力
tablet n.碑，匾；药片
hook n.&v.钩子；衔接，连接
opprobrium n．恶名声，侮辱
hoop n．（桶之）箍，铁环
demolition n．破坏，拆除
displacement n.移置；免职；置换
bring(brought,brought) vt.拿来，带来，取来
song n.歌唱；歌曲
bookshelf n.书架
cartographer n．绘制地图者
ridicule vi.&n.嘲弄，挖苦
propulsion n．推进力
cream n.奶油，乳脂
hood n．头巾，兜帽
distinctly ad.显然，清楚地
Japanese a.日本的，日本人的，日语的n.日本人，日语
vacant a.空缺的，未被占用的
hoof n．（牛马的）蹄
heavy a.重的
trawl n．拖网，v．用拖网捕鱼，搜罗
scintillate v．闪烁、（淡吐）流露机智
singe v．（轻微地）烧焦，烫焦
toupee n．男用假发
honk n．汽车喇叭声，雁叫声
irate n．发怒的．
NewZealander n.新西兰人
impede v．妨碍
rollicking adj．欢乐的
maltreat v．虐待
pepsin n．胃蛋白酶
machinery n.(总称)机器,机械
unpleasant a.使人不愉快的
gratuity n．赏钱，小费
quarterly a.季度的ad.季度地
summer n.夏天，夏季
egress n.出去，出口
file n.公文柜；档案(计算机)文档
creek n．小湾，小溪
heave v．用力拉，举
affirmative adj．赞成的，肯定的
creed n．信条，教义
natty adj．整洁的，漂亮的
nourish vt.提供养分，养育
together ad.一起，共同
within prep.在……里面
neonate n．初生婴儿
chasten v．(通过惩罚而使坏习惯等)改正、磨练
gneiss n．片麻岩（一种艰硬的岩石）
cavalcade n．骑兵队
satanic adj．穷凶极恶的
recriminate v．反责，反控
septic adj．受感染的、腐败的
soot n．黑烟灰，油烟
machine n.机器
infidelity n．不忠实，不贞
return v.归还
inconsequential adj．不重要的，微不足道的
practically ad.实际上；几乎
cheetah n．猎豹
shears n．大剪刀
fine a.细的；晴朗的；美好的；（身体）健康的n.&v.罚款
find (found,found)vt.找到，发现，感到
host n.主人；节目主持人v.做主人招待
exegesis n.(对圣经等的)严肃解释、注释
compellation n.姓名，头衔
spate n．大批，大量，（水）泛滥
see(saw,seen) vt.看见，看到；领会；拜会
illustrate vt.(用图等)说明
hose n.长筒袜；软管
film n.电影；影片；胶卷vt.拍摄，把……拍成电影
sort v]t.把…分类，拣选n.种类，类别
breeze n.微风，和风
fill vt.填空，装满
heart n.心.心脏,纸牌中的红桃
trash n．废物，垃圾
abrade v．磨损，擦伤
horn n．（牛羊之）角，号角
monograph n．专题论文
saturnine adj．忧郁的，阴沉的
contumacious adj．违抗的，不服从的
true adj.真的；真实的
concoction n．调配（物），谎言
tactics n.策略；战术，兵法
synoptic adj．摘要的，高瞻远瞩的
sore a.痛的；恼火的n.疮
glow n.白热光vi.发白热光
petty a.细小的；器量小的
laughter n.笑；笑声
since ad.从那时以来conj.从…以来，…以后，由于prep.从…以来
world-famous a.世界闻名的
sentiment n.感情；情操；情绪
soup n.汤
sheath n．（刀、剑）鞘、套
outwit v．以机智胜过
pollen n．花粉
soul n.灵魂；心灵；气魄
